customer_id,segment,age,risk_score,tenure_months,churn_label
C002565,mass,63,28.71,72,1
C002566,mass,32,83.53,70,0
C002567,private,53,25.94,113,0
C002568,mass,55,36.36,198,0
C002569,mass,58,68.7,44,0
C002570,mass,42,15.57,146,0
C002571,mass,40,64.6,175,0
C002572,affluent,60,55.16,191,0
C002573,affluent,41,25.82,120,0
C002574,mass,51,65.83,48,0
C002575,mass,38,37.23,97,0
C002576,affluent,48,70.13,162,0
C002577,mass,28,42.14,86,0
C002578,mass,29,91.31,79,0
C002579,mass,19,43.9,158,0
C002580,mass,45,73.1,122,0
C002581,affluent,51,60.09,124,0
C002582,affluent,42,76.32,231,0
C002583,business,52,77.41,148,0
C002584,mass,50,16.64,77,1
C002585,private,68,19.85,146,0
C002586,affluent,49,78.86,14,0
C002587,business,34,80.15,118,0
C002588,mass,60,14.75,227,0
C002589,mass,29,23.62,53,0
C002590,mass,27,68.47,217,0
C002591,affluent,38,34.47,121,1
C002592,mass,31,91.28,172,0
C002593,mass,33,76.31,25,0
C002594,mass,26,39.99,84,0
C002595,private,62,59.69,137,0
C002596,mass,65,97.02,7,0
C002597,mass,33,36.91,88,0
C002598,mass,56,75.17,235,1
C002599,mass,49,18.8,55,0
C002600,mass,42,65.4,109,1
C002601,mass,61,82.13,9,0
C002602,mass,29,16.35,175,0
C002603,mass,23,34.63,188,1
C002604,mass,18,16.09,33,0
C002605,mass,47,1.16,168,0
C002606,business,28,30.3,67,0
C002607,affluent,56,50.21,200,0
C002608,mass,52,97.18,29,0
C002609,affluent,62,75.96,223,0
C002610,affluent,49,94.82,182,0
C002611,mass,57,72.76,117,0
C002612,mass,20,12.16,126,0
C002613,mass,56,68.64,65,1
C002614,mass,19,54.27,46,0
C002615,mass,46,32.46,163,0
C002616,mass,64,3.66,190,1
C002617,mass,52,9.46,187,0
C002618,mass,35,34.54,118,0
C002619,affluent,61,56.91,11,0
C002620,mass,27,60.94,186,0
C002621,mass,42,51.26,186,0
C002622,mass,65,30.2,103,0
C002623,mass,34,72.16,191,0
C002624,private,62,96.52,204,0
C002625,mass,37,61.56,139,0
C002626,private,38,37.42,122,0
C002627,mass,35,74.69,200,0
C002628,mass,20,60.46,233,0
C002629,mass,18,40.72,5,0
C002630,affluent,45,26.71,154,0
C002631,affluent,34,22.13,5,0
C002632,affluent,67,28.78,183,0
C002633,mass,44,63.48,85,0
C002634,mass,53,1.26,88,0
C002635,mass,27,46.19,191,0
C002636,mass,28,67.3,66,0
C002637,mass,54,96.77,162,0
C002638,mass,23,20.76,136,0
C002639,mass,38,45.15,120,0
C002640,mass,28,62.43,145,0
C002641,mass,19,75.14,73,0
C002642,mass,33,37.53,138,0
C002643,mass,25,9.7,56,0
C002644,mass,36,17.86,41,1
C002645,affluent,53,55.01,91,0
C002646,affluent,66,27.89,198,0
C002647,mass,61,96.02,196,1
C002648,mass,52,39.22,220,0
C002649,mass,36,82.61,116,0
C002650,mass,43,28.84,137,0
C002651,affluent,69,17.23,233,0
C002652,mass,44,97.42,106,0
C002653,mass,32,13.86,159,1
C002654,mass,54,73.21,6,1
C002655,mass,54,62.55,176,0
C002656,mass,65,60.13,203,0
C002657,affluent,40,85.03,42,0
C002658,mass,33,17.52,240,0
C002659,affluent,36,29.3,229,0
C002660,mass,47,24.5,155,0
C002661,mass,29,97.28,129,0
C002662,mass,39,87.21,233,0
C002663,mass,22,0.69,9,0
C002664,affluent,61,99.55,221,0
C002665,mass,34,88.34,138,0
C002666,mass,59,98.92,183,0
C002667,mass,64,5.98,208,0
C002668,mass,20,36.34,184,0
C002669,business,53,42.86,32,0
C002670,mass,55,75.36,29,0
C002671,affluent,70,33.98,234,0
C002672,mass,34,9.71,165,0
C002673,affluent,59,75.25,194,0
C002674,mass,46,33.07,116,0
C002675,affluent,66,3.57,36,0
C002676,mass,32,88.02,145,0
C002677,mass,63,15.83,163,0
C002678,mass,61,29.49,191,0
C002679,affluent,66,29.23,99,0
C002680,mass,31,58.32,38,0
C002681,mass,64,50.86,223,0
C002682,business,64,90.0,89,0
C002683,mass,50,31.43,96,0
C002684,mass,59,16.91,135,0
C002685,mass,42,1.42,17,0
C002686,mass,32,15.01,156,0
C002687,affluent,69,19.69,128,0
C002688,mass,18,84.0,217,0
C002689,affluent,42,74.14,94,0
C002690,affluent,34,95.2,130,0
C002691,mass,52,84.66,138,0
C002692,private,38,44.66,134,0
C002693,mass,65,18.27,240,0
C002694,affluent,57,17.74,156,0
C002695,mass,65,19.0,213,0
C002696,business,33,52.26,16,0
C002697,mass,55,47.73,26,0
C002698,mass,38,79.0,19,0
C002699,mass,23,47.6,26,1
C002700,mass,49,30.0,3,0
C002701,mass,25,72.0,114,0
C002702,affluent,68,61.44,117,0
C002703,business,51,60.14,127,0
C002704,mass,48,51.42,166,0
C002705,mass,33,34.11,174,0
C002706,mass,46,11.15,194,0
C002707,business,45,89.34,131,0
C002708,mass,22,76.04,173,0
C002709,mass,46,34.24,176,0
C002710,mass,24,76.29,55,0
C002711,mass,51,47.19,176,0
C002712,mass,54,67.19,83,0
C002713,mass,28,85.24,157,0
C002714,affluent,61,98.12,168,0
C002715,mass,64,26.94,239,0
C002716,mass,37,37.08,79,0
C002717,mass,65,31.53,79,0
C002718,mass,44,0.57,104,0
C002719,mass,59,80.54,117,0
C002720,affluent,40,20.86,184,1
C002721,mass,19,32.18,203,0
C002722,mass,65,19.95,56,0
C002723,mass,35,10.68,63,0
C002724,mass,64,59.29,12,0
C002725,affluent,59,24.98,156,0
C002726,mass,21,63.96,71,1
C002727,mass,36,11.1,35,0
C002728,private,61,82.43,224,0
C002729,mass,30,56.18,113,0
C002730,mass,60,26.07,136,0
C002731,affluent,36,77.21,18,0
C002732,private,55,95.72,93,0
C002733,business,38,18.41,120,0
C002734,mass,30,67.77,181,0
C002735,mass,19,14.03,165,0
C002736,mass,49,79.81,213,0
C002737,mass,50,37.35,145,0
C002738,mass,50,87.31,84,1
C002739,affluent,64,33.38,18,0
C002740,affluent,63,78.06,137,0
C002741,mass,23,57.39,120,0
C002742,mass,22,76.71,111,0
C002743,affluent,37,65.04,19,0
C002744,mass,47,52.77,178,0
C002745,affluent,29,40.15,76,0
C002746,mass,19,0.85,83,0
C002747,mass,32,58.44,197,0
C002748,mass,60,20.03,211,0
C002749,mass,63,86.72,40,0
C002750,mass,37,18.16,7,0
C002751,mass,20,77.95,139,0
C002752,mass,38,92.85,169,1
C002753,mass,45,99.1,60,0
C002754,business,47,2.73,225,0
C002755,private,59,2.54,223,0
C002756,affluent,52,4.92,113,0
C002757,mass,42,59.02,32,0
C002758,mass,55,72.45,32,0
C002759,mass,49,74.06,92,0
C002760,affluent,40,21.03,24,0
C002761,affluent,44,50.87,117,0
C002762,mass,44,40.03,220,0
C002763,mass,37,83.65,112,0
C002764,business,39,99.97,22,0
C002765,affluent,58,1.59,71,0
C002766,affluent,30,14.07,64,0
C002767,mass,51,15.58,178,1
C002768,mass,56,80.24,222,1
C002769,affluent,67,41.49,41,0
C002770,mass,51,96.53,190,0
C002771,affluent,51,87.91,29,0
C002772,affluent,41,30.61,161,1
C002773,mass,57,32.11,201,0
C002774,mass,48,3.42,224,1
C002775,mass,52,37.7,154,0
C002776,affluent,34,1.49,230,0
C002777,mass,22,11.24,122,0
C002778,mass,52,44.04,220,0
C002779,mass,37,47.62,231,0
C002780,business,59,36.56,158,0
C002781,affluent,59,74.87,219,0
C002782,mass,50,12.98,37,0
C002783,mass,24,71.73,73,1
C002784,private,49,25.07,187,0
C002785,affluent,57,66.84,134,0
C002786,mass,35,75.99,34,0
C002787,mass,27,57.94,240,0
C002788,private,59,63.19,204,0
C002789,mass,27,63.46,214,0
C002790,affluent,48,1.17,124,0
C002791,mass,58,86.95,148,0
C002792,mass,47,62.13,140,0
C002793,mass,59,76.85,237,0
C002794,mass,29,25.53,207,0
C002795,private,64,66.32,172,0
C002796,private,51,6.31,94,0
C002797,mass,52,12.62,59,1
C002798,business,32,55.05,76,0
C002799,mass,46,43.62,22,0
C002800,business,36,39.76,227,0
C002801,business,39,77.59,51,0
C002802,affluent,66,77.99,145,0
C002803,private,69,36.27,59,0
C002804,affluent,38,37.45,26,0
C002805,affluent,67,22.63,239,0
C002806,affluent,67,42.4,52,0
C002807,mass,43,29.65,231,0
C002808,mass,48,46.8,35,0
C002809,affluent,32,25.13,143,0
C002810,affluent,67,59.4,18,0
C002811,mass,27,48.09,42,0
C002812,affluent,43,39.12,41,0
C002813,mass,30,24.86,90,0
C002814,mass,35,14.04,103,0
C002815,mass,61,15.18,114,0
C002816,mass,38,1.08,31,0
C002817,mass,58,59.84,60,0
C002818,affluent,35,54.13,157,0
C002819,mass,64,34.14,70,1
C002820,business,41,11.28,120,1
C002821,mass,63,69.14,204,0
C002822,mass,51,10.31,188,0
C002823,mass,41,24.13,218,0
C002824,affluent,55,42.17,164,0
C002825,mass,64,73.24,232,0
C002826,mass,44,66.7,65,0
C002827,business,31,71.31,125,1
C002828,mass,55,43.38,69,0
C002829,mass,63,48.79,156,0
C002830,affluent,61,87.04,171,0
C002831,mass,55,83.82,165,0
C002832,business,32,96.67,62,0
C002833,mass,56,42.18,101,0
C002834,affluent,69,78.81,219,1
C002835,mass,20,94.02,209,0
C002836,affluent,55,66.91,7,0
C002837,mass,58,94.59,26,0
C002838,mass,19,72.91,218,0
C002839,private,57,35.24,64,0
C002840,mass,38,45.82,163,0
C002841,mass,31,55.85,222,0
C002842,mass,43,75.33,200,0
C002843,affluent,33,33.38,158,0
C002844,mass,32,31.65,79,0
C002845,mass,58,40.61,160,0
C002846,mass,42,20.21,220,0
C002847,affluent,56,89.58,194,0
C002848,mass,19,11.15,149,0
C002849,mass,59,56.05,194,0
C002850,mass,57,69.56,51,0
C002851,mass,60,40.46,68,0
C002852,mass,40,39.68,236,0
C002853,mass,65,81.46,228,0
C002854,affluent,33,32.38,58,0
C002855,mass,53,15.5,71,1
C002856,mass,62,98.33,63,0
C002857,private,48,14.54,76,0
C002858,mass,57,48.33,113,1
C002859,mass,54,19.22,48,0
C002860,affluent,68,57.55,231,0
C002861,business,48,80.34,68,0
C002862,mass,33,32.02,92,0
C002863,mass,38,85.99,180,0
C002864,mass,26,9.66,235,0
C002865,affluent,58,53.54,27,0
C002866,affluent,50,71.76,166,0
C002867,business,39,46.53,148,0
C002868,affluent,56,49.71,112,0
C002869,mass,19,56.0,144,0
C002870,affluent,58,86.76,38,0
C002871,mass,64,27.61,65,0
C002872,business,63,49.08,181,0
C002873,affluent,53,21.52,116,0
C002874,mass,37,33.05,146,0
C002875,affluent,54,14.42,139,0
C002876,business,25,97.09,14,0
C002877,affluent,35,77.46,19,0
C002878,mass,64,16.12,50,0
C002879,mass,29,83.57,8,0
C002880,mass,25,33.18,25,0
C002881,business,49,80.49,98,0
C002882,affluent,49,18.3,80,0
C002883,mass,34,49.97,48,0
C002884,mass,40,98.56,163,0
C002885,mass,24,52.39,6,0
C002886,private,70,5.91,96,0
C002887,mass,51,1.26,84,1
C002888,mass,54,56.34,220,1
C002889,mass,58,62.09,47,0
C002890,mass,24,87.21,234,0
C002891,mass,29,89.14,181,0
C002892,affluent,60,14.88,210,0
C002893,mass,52,88.82,204,0
C002894,business,44,93.5,28,0
C002895,mass,51,16.74,26,0
C002896,mass,57,92.0,117,0
C002897,business,49,78.41,30,0
C002898,affluent,43,36.57,62,1
C002899,business,50,4.16,16,0
C002900,business,62,9.88,134,0
C002901,mass,51,56.3,180,0
C002902,mass,52,64.32,73,0
C002903,mass,30,29.3,161,0
C002904,mass,23,49.05,126,0
C002905,mass,57,38.88,128,0
C002906,business,28,52.76,11,0
C002907,mass,55,74.79,147,1
C002908,mass,65,4.8,8,0
C002909,mass,30,35.18,138,0
C002910,mass,45,73.85,135,0
C002911,affluent,30,91.07,26,0
C002912,mass,32,71.24,19,0
C002913,affluent,64,64.04,4,0
C002914,mass,62,11.63,75,0
C002915,mass,39,98.44,100,0
C002916,affluent,53,4.48,37,0
C002917,mass,34,88.19,109,0
C002918,affluent,68,30.97,225,0
C002919,affluent,54,69.03,107,0
C002920,affluent,40,81.67,125,0
C002921,mass,62,39.55,179,1
C002922,affluent,42,7.05,30,0
C002923,mass,49,6.65,138,0
C002924,mass,34,95.53,184,0
C002925,business,59,28.64,220,0
C002926,mass,25,39.49,227,1
C002927,private,70,84.65,52,0
C002928,mass,48,47.88,29,0
C002929,mass,29,8.36,178,0
C002930,affluent,67,37.09,190,0
C002931,mass,20,66.29,129,0
C002932,affluent,41,72.49,12,0
C002933,mass,39,85.95,65,0
C002934,business,37,90.16,15,0
C002935,mass,36,50.56,58,0
C002936,mass,60,72.12,7,0
C002937,private,50,60.17,74,0
C002938,mass,38,5.67,176,0
C002939,mass,19,61.86,44,0
C002940,affluent,30,14.35,27,0
C002941,affluent,28,56.27,209,1
C002942,mass,32,76.22,10,0
C002943,mass,59,82.4,122,1
C002944,business,43,68.56,100,0
C002945,mass,61,49.06,65,0
C002946,mass,47,47.91,231,0
C002947,mass,41,22.38,74,0
C002948,mass,42,99.91,226,0
C002949,mass,45,80.55,37,0
C002950,mass,52,85.17,103,0
C002951,mass,31,94.19,108,0
C002952,private,63,44.39,100,0
C002953,mass,60,39.89,186,0
C002954,mass,63,19.1,50,0
C002955,business,64,36.34,119,0
C002956,mass,44,37.48,79,0
C002957,mass,24,54.28,116,0
C002958,mass,57,41.21,52,0
C002959,mass,28,65.97,240,0
C002960,mass,46,2.38,53,0
C002961,mass,35,98.36,175,0
C002962,mass,43,57.51,206,0
C002963,mass,47,24.57,190,0
C002964,mass,38,61.04,196,0
C002965,mass,20,67.62,202,0
C002966,mass,21,33.15,24,1
C002967,mass,30,74.36,55,0
C002968,mass,57,90.92,150,1
C002969,business,46,70.36,75,0
C002970,mass,28,90.08,39,0
C002971,mass,57,40.97,144,1
C002972,mass,35,69.0,232,0
C002973,mass,27,90.92,25,1
C002974,affluent,52,47.28,123,0
C002975,mass,62,98.78,93,1
C002976,business,36,44.73,6,0
C002977,business,61,34.38,87,0
C002978,business,29,17.72,160,0
C002979,mass,27,11.1,240,0
C002980,affluent,68,32.07,183,0
C002981,affluent,50,60.28,205,0
C002982,mass,55,41.77,44,0
C002983,mass,50,28.02,134,0
C002984,business,45,90.58,14,1
C002985,mass,34,44.89,111,0
C002986,mass,60,45.81,21,0
C002987,mass,57,1.07,147,1
C002988,mass,48,38.0,10,0
C002989,affluent,52,33.56,206,0
C002990,mass,45,40.72,88,0
C002991,mass,34,55.24,126,0
C002992,mass,46,91.88,22,1
C002993,affluent,60,89.58,6,0
C002994,affluent,34,24.3,46,0
C002995,mass,33,77.89,222,0
C002996,mass,65,80.7,223,0
C002997,business,62,62.61,224,1
C002998,business,46,78.61,28,0
C002999,mass,26,19.95,191,1
C003000,business,30,0.38,203,0
C003001,affluent,33,38.69,161,0
C003002,mass,30,70.82,127,0
C003003,mass,36,73.16,152,0
C003004,private,46,50.76,21,0
C003005,mass,27,87.82,148,0
C003006,business,29,18.82,218,0
C003007,mass,28,39.47,215,0
C003008,mass,50,64.06,56,0
C003009,mass,65,24.08,2,0
C003010,affluent,44,28.14,42,0
C003011,mass,40,90.27,16,1
C003012,mass,23,67.4,231,0
C003013,affluent,33,31.84,198,1
C003014,business,63,67.82,17,0
C003015,mass,38,45.08,191,0
C003016,affluent,47,76.34,81,0
C003017,mass,32,58.72,11,0
C003018,affluent,57,32.44,204,0
C003019,affluent,57,86.87,119,0
C003020,mass,42,41.96,7,0
C003021,private,59,98.98,162,0
C003022,mass,45,79.14,170,0
C003023,business,36,21.7,5,0
C003024,mass,39,19.78,128,0
C003025,mass,53,27.77,49,0
C003026,mass,45,43.51,219,0
C003027,mass,21,35.34,28,0
C003028,mass,48,60.78,37,0
C003029,mass,31,41.63,4,0
C003030,business,46,63.05,176,0
C003031,mass,56,12.94,73,0
C003032,mass,62,86.41,95,0
C003033,mass,19,44.71,107,0
C003034,mass,62,23.34,224,0
C003035,business,55,78.68,143,0
C003036,mass,62,19.44,33,0
C003037,business,61,97.11,59,0
C003038,affluent,43,48.86,121,0
C003039,private,41,38.41,38,0
C003040,mass,49,46.27,231,1
C003041,private,52,6.69,100,0
C003042,affluent,45,71.19,94,0
C003043,affluent,43,22.33,1,1
C003044,mass,48,56.19,201,0
C003045,mass,38,60.48,138,0
C003046,mass,30,95.77,153,0
C003047,mass,21,73.55,50,0
C003048,mass,33,79.07,109,0
C003049,affluent,47,26.1,37,0
C003050,mass,59,76.24,21,1
C003051,mass,27,44.67,98,0
C003052,mass,38,10.77,71,0
C003053,mass,56,45.33,42,0
C003054,mass,19,12.39,223,0
C003055,mass,27,31.53,185,0
C003056,mass,45,64.63,102,1
C003057,mass,20,64.36,83,0
C003058,mass,50,5.59,184,0
C003059,affluent,32,13.99,27,0
C003060,mass,33,9.19,93,0
C003061,business,51,34.36,18,0
C003062,mass,51,41.64,203,0
C003063,mass,23,81.44,115,0
C003064,mass,34,22.74,15,0
C003065,mass,21,64.29,179,0
C003066,mass,32,75.85,40,1
C003067,business,45,32.3,194,0
C003068,mass,50,76.55,127,0
C003069,mass,44,55.0,11,0
C003070,mass,32,58.27,2,1
C003071,mass,41,50.91,213,1
C003072,mass,52,0.73,161,0
C003073,affluent,63,37.43,100,0
C003074,mass,56,25.63,51,0
C003075,mass,25,65.05,116,0
C003076,mass,59,67.18,198,0
C003077,mass,20,38.75,28,0
C003078,affluent,40,75.98,189,0
C003079,affluent,41,88.67,210,0
C003080,mass,59,62.61,146,0
C003081,private,48,51.11,80,0
C003082,mass,39,20.64,185,0
C003083,mass,43,60.18,43,0
C003084,business,63,28.53,171,0
C003085,private,74,10.73,1,0
C003086,private,35,94.68,239,0
C003087,mass,64,56.81,41,0
C003088,mass,59,19.08,109,0
C003089,affluent,45,41.75,6,0
C003090,mass,25,30.21,68,1
C003091,mass,31,12.03,163,0
C003092,affluent,29,88.03,239,0
C003093,mass,23,72.48,117,1
C003094,private,70,27.31,6,0
C003095,affluent,37,21.55,102,0
C003096,affluent,59,43.25,120,1
C003097,mass,54,89.74,169,0
C003098,mass,35,70.99,185,0
C003099,mass,19,67.12,224,0
C003100,mass,18,99.58,12,0
C003101,private,62,55.89,180,0
C003102,mass,65,4.73,94,0
C003103,mass,48,54.46,96,0
C003104,affluent,63,54.08,83,0
C003105,affluent,39,58.02,96,0
C003106,mass,36,14.76,173,0
C003107,affluent,62,40.78,111,0
C003108,mass,26,33.28,92,0
C003109,mass,52,86.18,43,0
C003110,private,75,14.51,88,0
C003111,mass,28,85.11,147,0
C003112,mass,31,82.47,102,0
C003113,mass,25,99.05,140,0
C003114,mass,18,25.47,141,1
C003115,affluent,42,68.4,202,0
C003116,mass,64,83.65,96,1
C003117,mass,60,81.94,57,0
C003118,mass,62,75.16,28,0
C003119,mass,27,83.43,230,0
C003120,affluent,60,79.99,127,0
C003121,mass,37,24.18,104,1
C003122,mass,58,9.66,209,0
C003123,mass,36,12.11,48,1
C003124,affluent,32,25.34,31,0
C003125,mass,43,1.06,153,0
C003126,mass,31,30.38,159,0
C003127,mass,57,59.33,174,0
C003128,mass,38,35.15,66,1
C003129,affluent,52,75.29,198,0
C003130,mass,57,88.06,176,0
C003131,mass,20,96.28,195,1
C003132,business,59,9.2,63,0
C003133,affluent,34,45.47,192,0
C003134,mass,48,3.43,80,0
C003135,mass,46,21.66,106,0
C003136,mass,55,86.27,200,0
C003137,mass,22,50.21,119,0
C003138,mass,52,65.37,13,0
C003139,mass,51,49.11,231,1
C003140,mass,20,29.03,85,0
C003141,mass,22,19.91,125,0
C003142,mass,65,80.68,232,0
C003143,mass,37,18.27,88,0
C003144,private,66,22.87,114,0
C003145,affluent,35,10.15,36,0
C003146,mass,56,56.28,113,0
C003147,mass,45,2.05,135,0
C003148,private,69,10.63,122,0
C003149,mass,62,42.23,17,0
C003150,mass,60,35.76,103,0
C003151,mass,26,12.1,42,0
C003152,mass,30,44.61,140,0
C003153,mass,22,97.09,169,0
C003154,mass,53,3.98,52,0
C003155,mass,62,39.07,96,0
C003156,mass,25,52.46,69,0
C003157,mass,26,31.95,63,1
C003158,private,47,66.4,123,0
C003159,mass,42,55.3,161,1
C003160,mass,27,66.71,220,0
C003161,mass,22,47.77,19,0
C003162,mass,44,83.98,93,0
C003163,business,51,5.97,111,0
C003164,mass,43,2.77,172,0
C003165,affluent,56,60.64,222,0
C003166,mass,48,61.49,203,0
C003167,mass,58,15.73,154,0
C003168,mass,22,43.27,8,0
C003169,mass,63,89.17,38,0
C003170,affluent,45,39.33,119,1
C003171,affluent,49,30.35,138,0
C003172,mass,48,51.14,99,0
C003173,affluent,65,69.52,237,0
C003174,affluent,64,13.73,87,0
C003175,mass,39,53.27,158,0
C003176,mass,35,93.42,224,0
C003177,mass,38,92.68,83,0
C003178,business,47,97.23,50,0
C003179,affluent,54,27.85,154,0
C003180,mass,57,89.06,36,0
C003181,affluent,40,68.71,93,0
C003182,affluent,41,79.8,149,0
C003183,mass,64,87.61,164,1
C003184,mass,58,83.04,47,0
C003185,private,58,24.56,124,0
C003186,affluent,57,53.74,38,0
C003187,mass,25,96.65,209,1
C003188,mass,22,18.89,240,0
C003189,mass,53,58.36,71,0
C003190,mass,35,5.1,110,0
C003191,mass,24,47.64,100,0
C003192,mass,25,36.13,206,0
C003193,business,29,27.74,141,1
C003194,mass,24,92.57,176,0
C003195,mass,60,56.66,3,1
C003196,mass,64,27.72,111,0
C003197,mass,56,57.06,69,0
C003198,business,40,15.17,142,0
C003199,mass,28,80.57,212,0
C003200,mass,19,95.45,24,0
C003201,mass,35,80.96,32,0
C003202,mass,32,24.2,157,0
C003203,mass,32,27.95,1,0
C003204,mass,55,86.09,218,0
C003205,mass,24,84.73,105,0
C003206,affluent,52,85.06,193,0
C003207,mass,35,20.51,173,0
C003208,mass,51,34.23,6,0
C003209,mass,46,60.66,96,0
C003210,mass,62,68.33,44,1
C003211,affluent,48,35.33,71,0
C003212,mass,32,37.94,225,0
C003213,mass,54,24.41,179,1
C003214,mass,19,38.89,89,0
C003215,mass,45,72.42,233,1
C003216,mass,40,22.86,94,0
C003217,business,35,16.85,219,0
C003218,mass,51,81.01,217,0
C003219,mass,21,76.07,24,0
C003220,affluent,67,69.53,13,0
C003221,mass,34,45.31,76,0
C003222,mass,29,22.91,80,0
C003223,mass,23,62.09,147,1
C003224,affluent,39,28.82,121,0
C003225,business,40,1.72,51,0
C003226,mass,24,26.9,201,1
C003227,mass,47,55.34,95,0
C003228,affluent,39,24.56,3,0
C003229,mass,35,51.32,6,0
C003230,mass,43,13.49,13,0
C003231,mass,33,86.17,214,0
C003232,mass,47,24.58,45,0
C003233,affluent,38,64.01,194,0
C003234,mass,26,0.06,118,0
C003235,mass,43,55.03,186,0
C003236,mass,59,94.33,91,0
C003237,affluent,53,75.16,135,0
C003238,business,56,12.62,10,0
C003239,mass,41,84.19,30,0
C003240,mass,42,29.95,7,0
C003241,mass,19,21.56,199,0
C003242,mass,55,79.05,192,0
C003243,mass,43,24.45,5,0
C003244,business,41,48.68,120,0
C003245,affluent,41,46.33,107,0
C003246,business,34,89.7,237,0
C003247,mass,40,46.51,99,0
C003248,private,39,59.82,91,0
C003249,affluent,30,93.4,223,0
C003250,affluent,49,19.35,237,1
C003251,mass,24,14.59,183,1
C003252,mass,50,21.87,134,1
C003253,mass,39,79.85,118,0
C003254,mass,41,5.09,133,0
C003255,mass,49,43.34,132,0
C003256,mass,64,74.89,130,0
C003257,mass,42,33.02,183,0
C003258,mass,35,14.4,196,0
C003259,business,49,27.58,57,1
C003260,mass,26,19.45,146,0
C003261,mass,27,42.69,146,0
C003262,mass,18,99.1,42,0
C003263,private,65,78.7,57,0
C003264,mass,61,49.35,21,0
C003265,affluent,49,61.68,96,0
C003266,private,51,57.7,141,0
C003267,private,56,63.15,84,0
C003268,mass,63,58.98,175,0
C003269,mass,33,22.62,6,0
C003270,mass,50,30.06,186,0
C003271,business,62,30.03,221,1
C003272,mass,53,22.36,201,0
C003273,mass,47,90.52,238,0
C003274,mass,41,41.26,103,0
C003275,mass,23,24.25,160,0
C003276,mass,22,77.5,238,0
C003277,private,62,15.4,122,0
C003278,business,48,11.82,61,0
C003279,mass,43,58.84,104,0
C003280,mass,33,61.06,43,0
C003281,mass,55,37.68,22,0
C003282,mass,65,0.85,139,1
C003283,mass,62,64.8,14,0
C003284,mass,26,29.14,216,0
C003285,mass,62,35.73,147,0
C003286,mass,37,33.01,10,0
C003287,business,27,61.44,211,1
C003288,business,50,82.42,126,0
C003289,mass,57,83.68,19,0
C003290,affluent,32,46.23,219,0
C003291,mass,62,51.49,128,0
C003292,mass,20,39.34,87,0
C003293,affluent,56,35.88,131,0
C003294,mass,43,41.8,239,0
C003295,mass,37,66.63,54,0
C003296,mass,27,3.68,16,0
C003297,mass,24,99.82,33,1
C003298,mass,39,68.77,149,1
C003299,mass,44,12.26,165,0
C003300,affluent,65,30.25,182,0
C003301,mass,20,36.42,101,0
C003302,mass,20,84.11,206,1
C003303,mass,49,46.35,102,0
C003304,affluent,56,13.29,84,0
C003305,affluent,70,31.48,235,0
C003306,affluent,39,0.74,201,0
C003307,mass,23,48.69,86,0
C003308,mass,33,51.28,127,0
C003309,business,36,41.79,198,0
C003310,mass,39,80.02,96,0
C003311,mass,50,20.17,38,1
C003312,mass,65,74.41,71,0
C003313,mass,55,61.25,157,0
C003314,mass,64,80.03,117,0
C003315,business,43,53.88,194,0
C003316,mass,19,40.73,161,0
C003317,business,51,92.9,235,1
C003318,private,55,83.48,58,0
C003319,mass,59,85.22,210,0
C003320,mass,34,39.48,2,0
C003321,mass,46,23.9,1,1
C003322,mass,35,53.53,231,0
C003323,mass,50,86.85,188,0
C003324,affluent,47,76.89,170,0
C003325,mass,31,53.41,142,0
C003326,mass,33,92.56,100,1
C003327,mass,52,65.61,4,0
C003328,affluent,69,24.56,123,1
C003329,mass,65,73.1,44,0
C003330,affluent,54,16.19,110,0
C003331,mass,24,76.51,74,0
C003332,mass,53,63.9,20,0
C003333,business,25,95.36,17,0
C003334,affluent,45,96.51,30,0
C003335,affluent,60,76.6,200,0
C003336,mass,48,66.8,72,0
C003337,affluent,33,35.32,100,0
C003338,affluent,44,72.53,234,0
C003339,business,30,99.21,42,0
C003340,mass,62,53.48,123,0
C003341,business,47,2.98,219,0
C003342,mass,24,80.73,199,0
C003343,affluent,40,62.11,124,0
C003344,affluent,32,97.61,191,0
C003345,mass,49,55.75,118,0
C003346,mass,30,90.0,10,0
C003347,mass,40,1.71,171,1
C003348,business,51,74.97,2,0
C003349,business,30,13.41,25,0
C003350,mass,25,59.29,122,0
C003351,mass,64,76.16,31,0
C003352,mass,58,31.71,80,1
C003353,mass,20,85.87,15,0
C003354,business,33,69.59,209,0
C003355,mass,39,84.97,20,0
C003356,business,56,30.84,77,0
C003357,mass,36,32.78,183,1
C003358,mass,51,60.29,219,0
C003359,mass,34,76.8,82,1
C003360,private,48,58.22,21,0
C003361,mass,53,75.48,234,0
C003362,private,70,93.52,223,0
C003363,affluent,63,65.79,26,0
C003364,private,37,31.19,225,0
C003365,mass,35,74.11,36,0
C003366,mass,55,0.4,229,0
C003367,mass,41,40.6,28,0
C003368,mass,53,89.5,64,0
C003369,mass,59,91.82,180,0
C003370,private,36,47.03,187,0
C003371,affluent,60,23.86,105,0
C003372,mass,35,57.67,187,0
C003373,affluent,63,23.79,111,0
C003374,mass,30,82.5,75,0
C003375,mass,55,41.15,149,0
C003376,mass,25,70.69,66,0
C003377,mass,25,40.55,49,0
C003378,affluent,64,18.44,165,0
C003379,mass,33,13.24,11,0
C003380,mass,20,73.13,176,0
C003381,mass,35,95.94,148,0
C003382,mass,25,83.0,4,0
C003383,mass,46,14.44,186,0
